name,ops,image_url,youtube_url,Unnamed: 4,Human Needs_Observer,Human Needs_Decider,Human Needs_Preferences,Letter_Observer,Letter_Decider,Animal_Energy Animal,Animal_Info Animal,Animal_Dominant Animal,Sexual Modality_Sensory,Sexual Modality_Extraverted Decider
Katie Hopkins,FM-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/sznEYoO6PHqUrrDiSFU5DA/EXMvAA-1-z-PF3R5mUOfU2wAWpCvHB-uuC7wOMEtBYjfBrilvrdCUsHtIOU5WOUy8rCqmL-EeOaxAJilW0jdew/ONcDVco38Yu95VrHgQHzYeJ-VZwRlvcPw8OrpMgAabQ,https://www.youtube.com//watch?v=4YVNbw4wPJE,,Oe,De,DD,Te,Ni,Play,Blast,Energy,F,M
Siwan Menez,FF-Te/Ni-BP/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/-NuaW-hUqWKLkB_vW7aVcA/7_3RcRcms-qDCLOmddxcTkv0xvEwj-bEoogBIagryWsNu5x3LuCCK2_rZbitCpG2mqB2GZ7spb1e8Tep12CaUg/sdUzx2njafIkxJTVYkVWKL9o7UkdJ1tDtiLz8wtpPsE,https://www.youtube.com//watch?v=18ppMa6Yjrw,,Oe,De,DD,Te,Ni,Play,Blast,Energy,F,F
Alex Jones,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/m0k4jwsyfKOWA4gVLsB4SQ/TlOtbu_uTqOszr6KurDpTNPOBvBf6VDf4dZV-r9sUiR_ljmamL13e5nPS_jnWhBQtFgFYJFUzR5xX5vMRrEVPg/LH25RNcR6mIqJbzpTJw65WS_07IGzCiwHF2Ni0oryZA,https://www.youtube.com//watch?v=Px1nMI3mmjg,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,M
Bill Hicks,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/vN1Ba19tnVVV7N5GKEQsCg/R8qsHibaNnbYjCUSfPtL_i1beWT2nv4YRHqMwO2byOSr_KvokBUjqIlOssph6p3A1POxnBzmKvE0n6jNR_xfqA/WaZNXsARBoGdItkjwNAMg-ZoBHN6bi34UiZAkjSLx5g,https://www.youtube.com//watch?v=Mc-3XXT-utI,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,M
Jillian Michaels,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/2BD2gXkTAc9ibNJT_Q3fyA/xzxSYQlsxaKp7Me6VR2K9NU5E9pxSWWRlEyF3Kszrxoh4ymtNV04cfZSCbT7nh3iGTIf1xKqn35yEZGBiN55mA/cB7BOPyyraSgYUpxoSujyw_JVn5o5_zG8pok39X7aFg,https://www.youtube.com//watch?v=5C46NxCiPDg,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,M
Jordan Belfort,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/PYizFDDIWMC7bOpfwAXCLA/GlM2wnv72dxUyjAsGrfX2FF7vnd5fO2ubWNwTZuIWrsCRjcECS3wZsQ-xhNVvejZT7UcFmNP-HK_3zuV5aWSaA/l2GTOx57Z50d20YAI5IpYQyMD1V1ew7Fbe3qNNv1qAo,https://www.youtube.com//watch?v=MqaPGwajHQY,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,M
Wolf of Wall Street,MM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/z_4yI7x62Qh3tnMbYPZdnQ/Jk8bwCDqarWayCIIHGmONbpWUi1PCuRdSZ1H-Htoafx6uJR_cX9f-GM8DuYMELPESinwnqxnQbsVnFwLxZrD4g/CIb2gYZ-2iWBoxUKifrB0Tpx-vcC-s_H2xY884hSV9k,https://www.youtube.com//watch?v=GBRUa4TZqHk,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,M
Danielle Fishel,MF-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/uVXJHjwufybVYxK6FE4PwQ/kn1uu77Sa-k1u_BB6sdYIg-VZj2YRC08kz1e-k-N53ANBdZQAIxSQLOFQUxwKJj4Q64tAs8QZifHfOqF5MYiVQ/hXmqB2_aR-WFeRNL692aFDsgCJC2b4VpgvmI49QPqHM,https://www.youtube.com//watch?v=QcYCLpMYHQY,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,F
Leeza Gibbons,MF-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/zxffKSOCgKlcPudEl6WDTw/vl3BtS51-SHQD3DW8sS1WAwe87CHBWa-5_brfqc0ikdRJ_CTisHTWI2uBKjBc9OWRi2FVG8DBihhe0SeJnMbwg/31-t_ozBn183WpZ0o2d0UZQyewj9aGIJ3Y1X0nAQrjs,https://www.youtube.com//watch?v=Cb1x0-WL2W4,,Oe,De,DD,Te,Ni,Play,Blast,Info,M,F
Mary Mercer,FM-Te/Ni-BP/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/NBwps-TJZQDOFwQPMqOQVw/BOsjDNMOmCKy9qMp0auy6nNtBRf5zRL2f7l-r2C4J8jA-ih6U2_uVqudeL3n6xiSiVOiG_KsW6A2BnSGohq_6Q/N9epj0ZD_K8sPoZzEo9xTv0dB5QCqTcEpw79EIjUCkU,https://www.youtube.com//watch?v=yE8HW0ez_Jg,,Oe,De,DD,Te,Ni,Play,Blast,Info,F,M
Aaron Eckhart,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/rzzPVtkGzUQZqvHk9vG2rw/yND1sAoN35jHMYff8AfIP80-BHzzlYwgvnYo8Y6DGz48obWkGuyuy1Zriin1KHJF1xxw3LkRN40jQoRRwdARGw/pjMZJRQuwwtNwqSHtjqoyL23E8qng-p9cWgYFAXeMvQ,https://www.youtube.com//watch?v=yT_eejUzv5Q,,Oe,De,DD,Te,Ne,Play,Consume,Energy,M,F
Ben Uyeda,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/qdxo_5a8_acqYAbdcg5q_Q/3FRhxarrmQZOn8dnt2w9fBAVBMGI8vDYuAJlAkz5r0X2dwZxlzHXRYPulQrHTfoeXlfB1bZM3lM0O8xt45d6kg/xy454DC9MX3PNygmZw-dpZNbsdM3RFPyqn5SC1iMMno,https://www.youtube.com//watch?v=iv7ZLa5VYPo,,Oe,De,DD,Te,Ne,Play,Consume,Energy,M,F
Bryce Dallas Howard,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/PAMBNe8TeLLagzsNhlvfRA/9k5mgwYb02RWZ3878LMEI_rlJyDeWNzeIlc1ozYP9TzBE4gxBU3NXfKdlEVVA3NFyBmgapR9hi38rOPiojPvAw/bJlyeSsUIan1Ajf3it8P6knAbi__CaN25CZFryOpMJ4,https://www.youtube.com//watch?v=wPBRseGA8aM,,Oe,De,DD,Te,Ne,Play,Consume,Energy,M,F
Mark Sisson,MF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/xnHXI42OAxkKQQPrCutXjA/8sWLjD5uonvjw-bMuDzrqYRvpHQeiy0TykDhBNnD4O4-ADnA_Lni41IAhPjH8x5ozDxJJ_LKiFBYxUfpcV0-SA/zrDZcAyU5fnV6HcM9VsQ4AGes3I9uB_rnur3rNiS1zM,https://www.youtube.com//watch?v=IUY9hln2zVc,,Oe,De,DD,Te,Ne,Play,Consume,Energy,M,F
Sandra Bullock,FM-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/lK5k1-OibnfWw7hDeexGpQ/Db-EQFfGKd44imslc-cQFZnTe_9rr4oPWle42-PPWb1mtMd43J4Q-N-17KqcyV69x5Aoz4DhkJWaJ_jjgFxeTg/DdeZHMH6Rud-nVQ1BX3CYYPkjpRw8wD1o3DJlL7hkb0,https://www.youtube.com//watch?v=BWygmOu2-tU,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,M
Beth Newman,FM-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/0dv5t6a85feapy2adR0z9Q/r6Z9MNjMP5Wchue8b5i4AeaFuE11XB4jzPpIFQXIp0hlNj5r83CX380q_BgMSJ2uvDaeyiBhamUF8U2uO1JZVA/KK9wR80hP6h9062kRhY_bWDouy17Lu59MITb5lMXdvA,https://www.youtube.com//watch?v=3MEK-OAp6a8,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,M
Andrew Shaw,FM-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/q4p2HJ1FSX-N-U-YgFdyzg/N5o_yeYA-9HJ-SY1ONfpxYwMhrZAbjT3MtJsIV4AoMnR7tt0CIrLNvawUBaCagwQBUBnop4ztqL6jFsgVD5iag/1uCBz9-ghLjUaW2_oivJJC2EFUw1M5a9q77AOx5pOeo,https://www.youtube.com//watch?v=HPaxXG73LJw,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,M
Holly Munro,FM-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/uqJ6NpNuIQAS7eWQAY0cjQ/_bT7Wnzo7T6zd0_KVNaPfe7IXCphnZNBFZQnVFFN1GI1Xsi0_jhzR7gP6PtKTXtZRtu_mfx9rvwZlYNKXIL56Q/GAzlJ1dq-WCliNmjbhMtACyMTr7ptEReNbybR0RP9tM,https://www.youtube.com//watch?v=jyrFXnFzenI,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,M
Katee Sackhoff,FM-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6Qw9MGbcddl64O5qWckGFg/_oIAXDuRH8fSmuqoNS7NGC2MMJgGVQJbxYOCDcNFqJB9E3iYbdi-oIqUT1dtt0wzx8F-nb8m4liKov6KHnNQCA/E8yb8zj6aSAAz5ZiLwjo2a3P06DgefPljPPuTlqkzTU,https://www.youtube.com//watch?v=1Se9ns0tblc,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,M
Daniel K,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/tJGplTJH297os3Z5egJU1A/bpskfeVX3oEf3BnseK4yUxQKYBFFNRJJmi7hHcr3fMeqojI9WxWteDMBODnibFMpb_pb0GDBE59K3yNXXUFwjw/l_rnHoepOlqZXFAddVPrStRFFDIMh0bC7zYyJFt5dT4,https://www.youtube.com//watch?v=vm40qMwFUOo,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Amy Chambers,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/-QrVZWMbTS6CyW0tcPHV1A/_M4epFrO2iXyYk-YBx1PCyaLKseG9V4KHxiAoWUOPvqxkILgjvkrbi4MXUFqfjtMqdS3Iv0UnzFXOBy9j1grJw/Xz441Vg56PyfjpeuwNpytx57WsjTgkR_rH2Xn5J45-w,https://www.youtube.com//watch?v=8YQRSzaFMuM,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Jennette McCurdy,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/yrwdzj0hgOY4fbrDsjrrRQ/hu7QYuhB6v8n7YT9XueJd6WC2qOtdTZ8ZaK8zkVDN32UcHLQPZX52ye79NpV2DVyQFhAjOQq_2IB3yM1hWYSFg/807M88VoRwZO0IHw5A8z9HmHfBPiKOvVE01qf3NpCQ4,https://www.youtube.com//watch?v=z7nDOCfLnpE,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Marg Helgenberger,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ms9cWAoh1oCtu-Mp6AaBvw/-1CJKxiub9xh2wsTWUsrErZc-TmjKvjRafG92tUFtKK3nZu4v2808tydJCagiBounWZi-7w4zPBSy2lRF-T6Dg/y8wBDJ6Wc4EJm3pA0nldZE9qQzPBEsPGutNNpJwC8OY,https://www.youtube.com//watch?v=eNcp4MCeFlg,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Mirella Derungs,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/eQPxUBr4q-tPCxDr51VRXA/u8WSy56wiKJxp3x_pUL5DCTj7sm136x45tjQK6mq7PQbeAq4x9qJV3TxWqApLi7FvdW-Gvjlc5vgz0DQ1K1Eiw/ps9DtZaIqQHvGZOXHUw0TLdbnoQEfWJdLKZ7QpufxZY,https://www.youtube.com//watch?v=9cgWdIE_spo,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Nina Erichson,FF-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/SUUM7zbYimWKujRNsUKtGw/0ii5LAVkXNHgALfCj7_Vb8QY4YTktfP-1exW619nfg1v-S5T1g4OrQVntRB0uR74texU00l4cyYS1uOPuVZ6HA/-taGo0ZY26BCSBsXbD5tVBxMB9pIMBdFv_l-8p401Og,https://www.youtube.com//watch?v=Ssl4fPk8mec,,Oe,De,DD,Te,Ne,Play,Consume,Energy,F,F
Bindi Irwin,??-Te/Ne-PC/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/JxC9fnStfrIrzQ84eZ0Z4Q/rXRtl6gpM5eBFUOrxI3TfxJUp43pUQ_mmv7wprVvI7E0RVPFu7JMrUfWYIDEnRLP6VGEuqMH54KfTb7h8sSZaQ/S-N1O7oMobDo5UuJrUWFTW2yGsHnQcqdLhnGrg66070,https://www.youtube.com//watch?v=1hiVwmMjpCU,,Oe,De,DD,Te,Ne,Play,Consume,Energy,,
Decca Aitkenhead,MF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6Wg0VBs_oXIkozHcHG_LOw/gbJKLvTZl0v7RvOMdOLtjJ5q-Uwz7tFQ0tucj2QfqWnWrcfcqweUuIHZTHOtfe1v6VsEU5y1WKTzXa8Idq-leA/PrYQ2p3tSAg8Upyc9WwKn5GK60AJ4KK_qiKPDs2qXto,https://www.youtube.com//watch?v=8OAhCgOl9iE,,Oe,De,DD,Te,Ne,Play,Consume,Info,M,F
Lizzie Estella Reezay,MF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/66p5jBOE6MUPPVs72SHhmQ/ryGg4DUlUhbIlwL4YrRcEDf8PmOBFPEzvM2OebtVrlWgxv6r7LgmcuuOmayKgG7iCN61_SITx2wWjaQtqPperg/9CV7Rel8_9kIVKdLG7374CCe3ZJkeEEVB0KKedhz2ZE,https://www.youtube.com//watch?v=y_qSUmyl_mQ,,Oe,De,DD,Te,Ne,Play,Consume,Info,M,F
Lucas,MF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/PgvmAk_O4KPnPWi0EPFUCg/QDt4FZ2PK6SbRY-KcZgVDNGESVMloqX1udscfwdJhAbScs_mT49RcPoGOP9UPlTxZB3tXygzXXvdEGQL5_aOVA/PW8xpFWoNORV4Mss14T7keeM4tbB6Uc5K0qleGKK4HI,https://www.youtube.com//watch?v=WzP_fQW4bZc,,Oe,De,DD,Te,Ne,Play,Consume,Info,M,F
Marjorie Taylor Greene,MF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/AIz-saeGk40iLvP5iT5Gtg/P6npq6WkZ-cqF85dWrO_yD9lYrNW41ET1vUgLwWjpzcdhO-SSfgQRlguOOCSg7N_XRSEYjEeBctmRWJbOZwkrA/FUsbGXbKxX0dR0ChmNd-93YJGvb9k5SwHVXZ4hVcCaE,https://www.youtube.com//watch?v=iz7HZC6AXBs,,Oe,De,DD,Te,Ne,Play,Consume,Info,M,F
Tilman Fertitta,MF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ywtHl5-VjnHzJipkgBtEnA/fOVwxecaTzm-1AmA3jfMZMQg-rDbymgCu7X1cnLrM8mR2pzz9C-t9QRleuuRMrr8A4F39XlU61XnS_tpfIvjCA/tApXbceiHebVqJw3v3x9l4yYX32XZfx2sABAaPPuohA,https://www.youtube.com//watch?v=U7vAZIQCWqU,,Oe,De,DD,Te,Ne,Play,Consume,Info,M,F
Hilary Swank,FM-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/hh7buOJGRoeb6FQLT7xCMQ/lK6PwyLGNjs5Vwb0LtqRGOplKfboZqLQ5nm4-gIdpDUhfOLVbq7I8PJ2cronWDoz1lkW0MteDExQuci81VERDQ/tu7zkmo04EDC8iPTXYBJ6lRI1h68oqSVwK5hfG0phjI,https://www.youtube.com//watch?v=1jaWzNu8Buo,,Oe,De,DD,Te,Ne,Play,Consume,Info,F,M
Kathryn Hahn,FF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ScHXwCqoEwAejbWUpxl7ow/69HgzcgRANPckvDOKykOIQ4ubY1Mq0YsdoOvl9AVxr1d64xmLAyiGPptLzBVvyA6odxbeGu9m3l7Wg3T_dh5RCcsl3cWUsqjWNrP1E_wsn8/ALtvtvgRh17oTxZUI8ypyQigCVHNq6cAPOZGST6BtY4,https://www.youtube.com//watch?v=z3F7yy9TcjQ,,Oe,De,DD,Te,Ne,Play,Consume,Info,F,F
Thomas Edison,FF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/vyjqR-JMQ6bzzd-rna8b-Q/T6nIr0OuLJ4rZJNJVOM7SWKMrJZ5nYOcdyTrvD3of_T0Du0t98fR7P9T8H7aKOTWKCG6yCDxOnpla8u1KiF06w/0vX5ltOfelzgGAZJ0pT0YDxItBrbFAHkcx1d0Aju25E,https://www.youtube.com//watch?v=hMgWAqo1HwY,,Oe,De,DD,Te,Ne,Play,Consume,Info,F,F
Xavier Guillaume,FF-Te/Ne-PC/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/snP4kM1pZBXFWQfdOKlTGw/ykmEj2wIU8Nx4RjLaAcWZPeQ0EOZBPWJLcUoAPQ84Kl5u5HIX5ZyN_cMutGGGsKEZvggAk2dq7QfVlk2yPBXFw/U3VIKA76_x_nMZFB4ok1m820aiD5qRzHyQdO_7k7u5o,https://www.youtube.com//watch?v=5WBxo-kNfxs,,Oe,De,DD,Te,Ne,Play,Consume,Info,F,F
Dan Bilzerian,MF-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/bQw9gmIurmqfvQIDuITE9g/2q2f4bdbJBCtIHgtc3djavEec0f8uopzT4hyy5NRnufCQDcnhiFrKbGTwFz-KSO6wJx81Gvr4w9eeM-PLKrQdA/yyEaZm9ZmFR1nTBVEiu33K_nCZJqgMOw4vZPFG2aK2c,https://www.youtube.com//watch?v=NgTXJjjGvAc,,Oe,De,DD,Te,Ne,Play,Blast,Energy,M,F
Jamie Lee Curtis,MF-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/UT6izhQ_SgxkiRxdS4mEDQ/NSzaBs_ypNLpOenBxMxbij0o6nztKnFS1QrpQ0iFRVWFZkDHLox83h_P51TwY4JqPb2VXuc3UfjICjb7-oK_0Q/MXZOqYIDW8GXOMSWuKuMPJzEaITONwdvynHQJAD2bcc,https://www.youtube.com//watch?v=IYRVtkyKR-M,,Oe,De,DD,Te,Ne,Play,Blast,Energy,M,F
Dr. Laura Schlessinger,FM-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/0DGstpL1uF3cJhM4brLQ-Q/eXEes-X5jaAebzxnPvhwzV85sK6YGG2NrgSdcW4kUPGb67PHD2O1TKwSejHFdGHb6D8SoJf4FcRMtcFJlZwc-w/bWujQ4DGdPG8vq41aHLnwPkewpXZt-TKzPGX1w1byBk,https://www.youtube.com//watch?v=lGck33OOpk8,,Oe,De,DD,Te,Ne,Play,Blast,Energy,F,M
Grace,FM-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/IfqySDeNIGa8Qs75xBoOaQ/wT22VvTJgHjlrDPTHSwvh7bJiDaybJKydEHANEpeCqY001mexNd1JBa-YJoTpUvBtoMzZaDe1Ov3j64BPzyD3w/ubg2PUuDhBKXjmAIl_u40eP-lAM-vmCOhuXqpuu_ewc,https://www.youtube.com//watch?v=0tyfiltCnrU,,Oe,De,DD,Te,Ne,Play,Blast,Energy,F,M
Hillary Hicks,FF-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/33_ZBXUXC5AjDiJunk9zmg/lsd5rWVMqCegy4dS26XKP3qOVO53uZso1WIrkoSLgVq2VW94UTGYrgWByHhA56xYIFfPFo-JqG5W6TdTpGg0_A/Jda9-bRfu8uBlrkNvNkEJwM5L5RtsLm4TCYYJHhODI4,https://www.youtube.com//watch?v=uCJDLgQ6xFk,,Oe,De,DD,Te,Ne,Play,Blast,Energy,F,F
Idina Menzel,FF-Te/Ne-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ifssb6JLugNTazhU_vnPtQ/zNRFnV6JcOpozh_1eEH6KNUhX_nzWRn2lsUZ_XqZgY-34mkbKDsf8uv7k2h3D1L6TgL2KyTx9dFtmhEYX6meqA/d2Y7XPd0XiOf7TYOk55zpVUUmfH5gNtAZvRkxtPGmsg,https://www.youtube.com//watch?v=WiDx_7poi0g,,Oe,De,DD,Te,Ne,Play,Blast,Energy,F,F
Wes Watson,MF-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/C3a8yJL08hWwc8lvcLt-AA/XOLkpauD2uhbA8g9Z_TKjsGLLIOKQROqKq-4qkLNQu3smfG3c4zwdrrK5Ptibp9ke6hhhcixY3FpbWVDnc6yHg/vZfcLIzHWuZd4bo6slyAHFIebueQ044OW46d7yB3lyQ,https://www.youtube.com//watch?v=ZIRl7gksLZ8,,Oe,De,DD,Te,Ne,Play,Blast,Info,M,F
Conan O'Brien,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/zXVYwUrHcl1z6eMxczQVAA/nkvJKUIxQqwJHfPvZw2Dh1GxHfKr-gHyVo6osqlFHpZQ3zlNrRsH-dDcvFs8N601eVwQs2lRrnSrXnDWMFf6Lg/x6FNNwFK-I63nwkl6vBEjWor38OJG9q0KsJeJTIS9nk,https://www.youtube.com//watch?v=AsYrEa-eOMA,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Joan Rivers,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ZrGm_XSw_MC2qnX-XYgFFw/LWljWeYkfBG2zhUJomQm9CBMt173vjObtthBbZ33H-gGYz8uGCNIyXOs500vkcRNPpg54i8Jou8rft6Mbnr27w/h9_u4mgLihiRER1gXCGplxJrDJ5WKSN4eCKI7rZYZFw,https://www.youtube.com//watch?v=vpRUEWUjHQ0,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Alissa Heinerscheid,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/J1F2RQZnKFaasIH7ZeyFjw/g8_Ih_ysIy0_-GRxjivDVEjoAJEI-4N_WkWbd7tXAFVx5tvI2njujdEbyatM8cET3Pg3c9BrdywPiOa91xNAkU4_kW6rvwwUts0LGzlg53M/4Ovfm-pIneWxcZflPNSaHS9B0wjZDCOP5k2P4u9c_sc,https://www.youtube.com//watch?v=CZxolV163qk,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Chad - Damon Gray,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/w5Vmgmab7BPmYOp5B3xdfA/YaSjOweq66MF0ez5OEpou7iJgzP_hnPhBf9QqPvD1SEkqeZ91oiavl1tudaq09ZBILEKGdXxHprqFW8NVvR36g/0z8XSfcIpUTKlms1xzu-zq4Ag8-mqQnGc23FuG93WsI,https://www.youtube.com//watch?v=J47QmPD5sgk,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Fran Drescher,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/r3gsXhC8zRR-WvLvgk5SqQ/XTcAEqd9SIhLl1Bxw0vS1W8SP_HKuqJsFdY4Ya7HO2bowC2GAwtjZ7GlmfEMVD9U-aHsse_RpFS2zF2khZwjIw/uOeXItJjzJUVCkdg8db_EhbOdO-cf3j_1I67cpdv-pA,https://www.youtube.com//watch?v=ctJCPnvgnoM,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Garrett White,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/dphiUJlRSGZQNgfn6yPMUQ/j-TpKuPAnbcfYMXxhzjli1d1on1eo0qkoFINsxkFunbL_47mDV7gm-UeAOYn08100s8ozaUU805LWHhkUarxlQ/nQYuQZJPQ7FwDc2zlILcqYZX3KBhid6TMouepeZL06k,https://www.youtube.com//watch?v=-7_d1AqNpI4,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Jessie J,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/BvT93lE1nb2bSUSPnpvQYA/2Bpwxd3IUraWpO55osCTwvsmPc-cVgrPf-TkNlXZs6qaXQEXQvGf6yajQfVI79p1Q_xfixW6Zu_HUAZtrLCiMw/vZFSwduHZCf4baKxHvg1XddjqpSzIPR2u2wvAG510RY,https://www.youtube.com//watch?v=SUyVQq8AVQc,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Kate McKinnon,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/3hg8cCRt2iNF4UQNnj9yfQ/Dbr8W1b0DwUur6NZ184h9J07-qvsjaNfD2jv-o_05UfIUEq4RsH31J1MCPZQQckbsfKnQDrMjYnGpwyZTqGZGg/yYj5uWVT4t-wF3wRAOY_G_W-I2NwTIPbXjYSJazjiVc,https://www.youtube.com//watch?v=N08oubq5pzU,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Lauren Zander,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/vfN9lR_lh46JJNk08cOcsw/hls5tJ37PbLwEmP9ma9AganPL1D3j54ukP32ugbFF-SXCi0um1pKRhi0BSnKrgTGxa_pCfPkYybHaY8RVA5e5w/H4hn-3rXjFPhr3AdVH2e-rzM3ooOIm4lE9QVAPTiEC4,https://www.youtube.com//watch?v=REZMIM_Ao_I,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Maria Shriver,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/jgvFoQ98qQcJQk3Aq8ZWvw/4LyOvZxI_7oAfe1vQL3COu_HjqUzLTxzbSRayiuwjWOjbj7gMj16xUsasd56-nGi8mHIhZUxvbdRr5VdwV_1uA/Sf1TBYSQGWHt4NdT_CI0Cbimk6RaX_GqRJbOHoQiMl8,https://www.youtube.com//watch?v=Ti-OB3aGYWY,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
Monica Gill,FM-Te/Ne-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/0sb9gcyLG3mhCuyqKdzJ0g/KTuOHKx-QXm9sSLXvGQQ6WoIe04bj7IVNUC_hvRzSh8QHjuwx1EJrGPbvobmV0ytluHl0hOfCKr9uNXyDKJr1A/BqbgRuJtZCRcYcyEzFvMrtlDhwLSawKFm8PwnH8QVpw,https://www.youtube.com//watch?v=RHuM6UhRkok,,Oe,De,DD,Te,Ne,Play,Blast,Info,F,M
